project_name,project_description,dataset_title,dataset_description
Investigating Gene Expression in the Striatum of Early Models of PD with snRNA seq and Spatial Transcriptomics,"As part of the ASAP Collaborative Research Network (CRN), our research program aims to uncover the cellular and molecular mechanisms underlying Parkinson’s disease (PD) progression by integrating high-resolution transcriptomic and spatial data across mouse models. The overarching goal is to define convergent and divergent pathways across disease stages, brain regions, and etiologies, and to map how cellular composition and gene expression landscapes are altered in PD.",Single Nucleus RNA sequencing of the Striatum of Two Murine Parkinson's Disease Models.,"This dataset includes single-nucleus RNA sequencing (snRNA-seq) data derived from mouse models of Parkinson’s disease (PD), designed to capture both cell-type-specific and spatial gene expression changes across different stages and mechanisms of PD-like pathology.  Single-nucleus RNA sequencing (snRNA-seq) was performed on mouse striatal tissue from two distinct PD models:  1. Mild Neurotoxin Model (6-OHDA): Adult wild-type mice received unilateral injections of 6-hydroxydopamine (6-OHDA) at a low dose (0.6 µg/µL) into the medial forebrain bundle (MFB), selectively damaging nigrostriatal dopaminergic neurons and inducing mild Parkinsonian pathology. Untreated wild-type mice served as controls.  2. Progressive Genetic Model (MitoPark): The MitoPark model (Slc6a3-cre; Tfam^flx/flx) induces mitochondrial dysfunction specifically in dopaminergic neurons, leading to progressive neurodegeneration. Samples were collected at two timepoints: * 10–11 weeks of age: Early stage, pre-symptomatic or mildly affected, and  * 15–18 weeks of age: Late stage, with clear motor deficits and advanced degeneration.   This snRNA-seq dataset enables in-depth analysis of transcriptomic alterations across distinct PD etiologies and stages."
