sample_collection_summary;cell_extraction_summary;lib_prep_summary;data_processing_summary;github_url;protocols_io_DOI;other_reference
The Barker lab has over the last 20 years followed a large cohort of PD patients from diagnosis to death (the CamPaiGN cohort- Foltynie et al Brain 2004). In this long-term project we have identified sub- groups of PD patients that display clear signs of activated neuroinflammation both in their blood and at postmortem. From this cohort, we have selected post-mortem material from those PD patients that have been part of these studies along with an equal number of age-matched controls (Cambridge Brain Bank). We have sampled four brain areas: the substantia nigra, amygdala, prefrontal cortex, and putamen.;Around 2 mm3 of tissue were thawed and dissociated in ice-cold lysis buffer using a 1ml douncer (Wheaton). The homogenate was then transferred to a lysis/sucrose solution (1:3) and carefully layered on top of a sucrose solution cushion. It was then centrifuged at 30,000 x g for 2 h and 15 minutes. Pelleted nuclei were softened for 10 minutes in 50 ul of medium A before being resuspended in 300 ul of dilution buffer and filtered with a 70 um cell strainer. Nuclei were finally ran through FACS at 4oC at low flow rate using a 100 um nozzle. 8500 nuclei were sorted for snRNA seq library preparation.;Total RNA was isolated from tissue using the RNeasy Mini Kit (Qiagen). Libraries were generated using Illumina TruSeq Stranded mRNA library prep kit (poly-A selection) and sequenced on a NextSeq500 (PE 2×150bp).;"Reads were uniquely mapped to hg38 reference genome using STAR aligner (version 2.7.8a; RRID:SCR_004463; --outFilterMultimapNmax 1, --outFilterMismatchNoverLmax 0.03). TE and gene quantification was performed using featureCounts (subread package version 1.6.3; RRID:SCR_009803; -s 2) and gencode annotation version 38, repeatmasker (open-4.0.5, filtered from tRNAs, simple repeats, small RNAs, and low-complexity regions), or retrotector predictions annotation.";https://github.com/mhammell-laboratory/ASAP_CRN_data_analysis_scripts;Cell extraction: dx.doi.org/10.17504/protocols.io.5jyl8j678g2w/v;
