project_name,project_description,dataset_title,dataset_description
Investigating Gene Expression in the Striatum of Early Models of PD with snRNA seq and Spatial Transcriptomics,"As part of the ASAP Collaborative Research Network (CRN), our research program aims to uncover the cellular and molecular mechanisms underlying Parkinson’s disease (PD) progression by integrating high-resolution transcriptomic and spatial data across mouse models. The overarching goal is to define convergent and divergent pathways across disease stages, brain regions, and etiologies, and to map how cellular composition and gene expression landscapes are altered in PD.",Spatial Transcriptomics of the Striatum of Two Murine Parkinson's Disease Models.,"This dataset includes Spatial Transcriptomics (ST) data derived from mouse models of Parkinson’s disease (PD), designed to capture both cell-type-specific and spatial gene expression changes across different stages and mechanisms of PD-like pathology. The Mild Neurotoxin Model (6-OHDA): Adult wild-type mice received unilateral injections of 6-hydroxydopamine (6-OHDA) at a low dose (0.6 µg/µL) into the medial forebrain bundle (MFB), selectively damaging nigrostriatal dopaminergic neurons and inducing mild Parkinsonian pathology. Untreated wild-type mice served as controls. Spatial gene expression profiling was conducted on the striata of mice from the mild 6-OHDA model to preserve anatomical context. Tissue sections were collected from six adult mice — three 6-OHDA-treated and three untreated controls. For each animal, four rostro-caudal levels of the striatum were analyzed, capturing regional heterogeneity in response to dopaminergic denervation. The 10X Genomics Visium platform was used to generate spatially resolved transcriptomic maps. This ST dataset allows for the visualization and quantification of spatial patterns in gene expression following mild dopaminergic injury, complementing the cell-type-specific insights gained from the snRNA-seq data."
